index,carat,cut,color,clarity,depth,table,length (mm),width (mm),height (mm),year
28345,0.5,Premium,F,VS2,61.7,59.0,5.09,5.05,3.13,2023
28346,0.5,Premium,F,VS2,61.8,58.0,5.1,5.06,3.14,2023
28347,0.5,Premium,F,VS2,62.1,58.0,5.1,5.01,3.14,2023
28348,0.5,Ideal,D,SI1,60.8,56.0,5.14,5.12,3.12,2023
28349,0.5,Premium,D,SI1,62.2,59.0,5.13,5.1,3.18,2023
28350,0.5,Premium,D,SI1,61.2,60.0,5.14,5.09,3.13,2023
28351,0.5,Premium,D,SI1,60.7,61.0,5.12,5.09,3.1,2023
28352,0.5,Premium,D,SI1,62.1,58.0,5.1,5.07,3.16,2023
28353,0.5,Ideal,D,SI1,62.9,57.0,5.08,5.06,3.19,2023
28354,0.5,Ideal,D,SI1,62.6,57.0,5.1,5.06,3.18,2023
28355,0.5,Premium,D,SI1,62.6,56.0,5.05,5.04,3.16,2023
28356,0.6,Ideal,F,SI1,62.7,54.0,5.43,5.39,3.39,2023
28357,0.73,Premium,J,VS2,62.8,58.0,5.77,5.71,3.6,2023
28358,0.5,Premium,E,VS2,60.6,59.0,5.17,5.06,3.1,2023
28359,0.53,Very Good,G,VS1,59.6,58.0,5.24,5.31,3.15,2023
28360,0.57,Ideal,H,VS2,61.6,57.0,5.35,5.37,3.3,2023
28361,0.53,Ideal,F,VS2,61.2,56.0,5.22,5.25,3.2,2023
28362,0.53,Ideal,F,VS2,61.1,54.0,5.26,5.29,3.22,2023
28363,0.5,Ideal,E,VS2,60.6,59.0,5.1,5.2,3.12,2023
28364,0.58,Very Good,E,VS2,61.9,58.0,5.31,5.36,3.3,2023
28365,0.51,Ideal,G,VS1,61.7,56.0,5.1,5.14,3.16,2023
28366,0.51,Ideal,E,VS2,61.8,57.0,5.14,5.15,3.18,2023
28367,0.51,Very Good,G,VS1,62.9,58.0,5.05,5.1,3.19,2023
28368,0.51,Ideal,E,VS2,61.8,56.0,5.12,5.14,3.17,2023
28369,0.51,Ideal,G,VS1,62.1,55.0,5.14,5.17,3.2,2023
28370,0.51,Ideal,E,VS2,61.7,54.0,5.13,5.18,3.18,2023
28371,0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,2023
28372,0.51,Ideal,G,VS1,62.5,57.0,5.07,5.14,3.19,2023
28373,0.51,Ideal,G,VS1,62.7,54.0,5.08,5.1,3.19,2023
28374,0.51,Premium,G,VS1,62.3,59.0,5.06,5.12,3.17,2023
28375,0.51,Ideal,E,VS2,60.4,57.0,5.15,5.18,3.12,2023
28376,0.51,Ideal,G,VS1,61.9,56.0,5.1,5.14,3.17,2023
28377,0.51,Ideal,E,VS2,61.6,56.3,5.14,5.15,3.16,2023
28378,0.51,Ideal,E,VS2,60.9,56.0,5.15,5.2,3.15,2023
28379,0.51,Premium,G,VS1,62.5,58.0,5.09,5.11,3.19,2023
28380,0.51,Premium,E,VS2,61.7,58.0,5.12,5.15,3.17,2023
28381,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,2023
28382,0.51,Premium,E,VS2,60.3,59.0,5.2,5.22,3.14,2023
28383,0.51,Premium,E,VS2,61.9,59.0,5.06,5.11,3.15,2023
28384,0.51,Premium,E,VS2,61.0,60.0,5.12,5.17,3.14,2023
28385,0.51,Premium,G,VS1,61.1,58.0,5.12,5.19,3.15,2023
28386,0.51,Very Good,G,VS1,62.7,56.0,5.08,5.13,3.2,2023
28387,0.51,Ideal,E,VS2,61.5,57.0,5.09,5.12,3.14,2023
28388,0.51,Ideal,G,VS1,62.0,56.0,5.06,5.16,3.17,2023
28389,0.51,Premium,E,VS2,62.5,59.0,5.06,5.11,3.18,2023
28390,0.51,Good,E,VS2,63.3,56.0,5.08,5.12,3.23,2023
28391,0.51,Very Good,E,VS2,60.5,56.0,5.18,5.24,3.15,2023
28392,0.51,Ideal,E,VS2,61.4,57.0,5.13,5.16,3.16,2023
28393,0.51,Ideal,E,VS2,61.9,55.0,5.13,5.17,3.19,2023
28394,0.51,Ideal,E,VS2,61.9,56.0,5.12,5.16,3.18,2023
28395,0.51,Ideal,E,VS2,62.2,57.0,5.08,5.11,3.17,2023
28396,0.42,Ideal,F,VVS1,61.4,56.0,4.83,4.85,2.97,2023
28397,0.52,Ideal,E,SI1,61.1,57.0,5.2,5.17,3.16,2023
28398,0.52,Ideal,E,SI1,62.4,58.0,5.16,5.13,3.21,2023
28399,0.52,Ideal,E,SI1,60.7,55.0,5.23,5.22,3.18,2023
28400,0.5,Very Good,F,VS1,58.8,60.0,5.18,5.2,3.05,2023
28401,0.54,Very Good,F,VS1,60.0,61.0,5.31,5.26,3.17,2023
28402,0.7,Ideal,J,VS1,61.6,57.0,5.72,5.77,3.54,2023
28403,0.46,Very Good,F,VVS1,61.4,57.0,4.95,4.99,3.05,2023
28404,0.46,Ideal,E,VVS2,62.6,55.0,4.92,4.95,3.09,2023
28405,0.6,Very Good,D,VS2,63.1,54.0,5.41,5.33,3.39,2023
28406,0.51,Very Good,D,VS2,63.1,56.0,5.06,5.12,3.21,2023
28407,0.52,Very Good,H,VS1,62.2,55.0,5.15,5.18,3.21,2023
28408,0.52,Very Good,H,VS1,61.7,55.0,5.15,5.17,3.19,2023
28409,0.53,Ideal,D,VS2,61.0,56.0,5.26,5.29,3.22,2023
28410,0.53,Ideal,D,VS2,61.4,56.0,5.18,5.21,3.19,2023
28411,0.53,Ideal,E,VS2,61.7,58.0,5.16,5.27,3.22,2023
28412,0.53,Ideal,G,VS1,62.4,54.0,5.18,5.21,3.24,2023
28413,0.61,Ideal,G,SI1,61.7,55.0,5.46,5.49,3.38,2023
28414,0.43,Premium,D,VVS1,59.6,58.0,4.94,4.89,2.93,2023
28415,0.54,Good,E,VS2,63.3,55.0,5.2,5.26,3.31,2023
28416,0.51,Ideal,G,VS2,62.3,54.0,5.17,5.12,3.21,2023
28417,0.51,Ideal,F,VS2,61.7,56.0,5.13,5.15,3.17,2023
28418,0.51,Ideal,D,VS2,61.9,54.0,5.14,5.17,3.19,2023
28419,0.52,Good,E,VS2,61.5,61.0,5.16,5.09,3.15,2023
28420,0.46,Ideal,E,VVS1,62.6,57.0,4.98,4.89,3.09,2023
28421,0.54,Ideal,F,VS2,62.2,57.0,5.21,5.24,3.25,2023
28422,0.54,Ideal,D,SI1,61.5,56.0,5.23,5.25,3.22,2023
28423,0.54,Ideal,D,SI1,62.4,57.0,5.19,5.23,3.25,2023
28424,0.54,Ideal,F,VS2,60.1,56.0,5.28,5.31,3.18,2023
28425,0.54,Ideal,D,SI1,62.1,56.0,5.21,5.25,3.25,2023
28426,0.54,Ideal,F,VS2,61.4,57.0,5.2,5.25,3.21,2023
28427,0.54,Very Good,D,SI1,62.0,55.0,5.21,5.24,3.24,2023
28428,0.54,Very Good,D,SI1,62.1,58.0,5.21,5.23,3.24,2023
28429,0.54,Ideal,F,VS2,60.3,55.0,5.26,5.32,3.19,2023
28430,0.56,Ideal,G,VS2,60.9,56.0,5.34,5.36,3.26,2023
28431,0.56,Ideal,G,VS2,60.7,55.0,5.32,5.35,3.24,2023
28432,0.56,Ideal,G,VS2,60.8,55.0,5.33,5.37,3.25,2023
28433,0.55,Ideal,G,VS2,61.4,56.3,5.26,5.29,3.24,2023
28434,0.56,Ideal,G,VS2,59.6,57.0,5.37,5.39,3.21,2023
28435,0.52,Ideal,G,VS1,60.9,56.0,5.2,5.24,3.18,2023
28436,0.51,Premium,G,VS1,62.1,58.0,5.12,5.09,3.17,2023
28437,0.51,Ideal,G,VS1,61.6,56.0,5.18,5.15,3.18,2023
28438,0.51,Premium,G,VS1,62.2,58.0,5.11,5.09,3.17,2023
28439,0.51,Premium,E,VS2,59.3,58.0,5.23,5.2,3.09,2023
28440,0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,2023
28441,0.51,Premium,E,VS2,59.2,61.0,5.17,5.16,3.06,2023
28442,0.51,Ideal,E,VS2,61.4,55.0,5.2,5.15,3.18,2023
28443,0.51,Ideal,E,VS2,61.0,57.0,5.21,5.12,3.15,2023
28444,0.51,Premium,E,VS2,60.6,58.0,5.15,5.12,3.11,2023
28445,0.51,Very Good,E,VS2,63.1,55.0,5.13,5.1,3.23,2023
28446,0.51,Ideal,E,VS2,62.0,54.0,5.13,5.1,3.17,2023
28447,0.31,Very Good,G,SI2,63.2,55.0,4.33,4.31,2.73,2023
28448,0.3,Very Good,D,SI1,62.3,57.0,4.26,4.31,2.67,2023
28449,0.3,Ideal,D,SI1,62.1,57.0,4.25,4.28,2.65,2023
28450,0.3,Ideal,D,SI1,61.9,55.0,4.31,4.35,2.68,2023
28451,0.3,Ideal,D,SI1,61.9,55.0,4.32,4.34,2.68,2023
28452,0.3,Ideal,D,SI1,61.7,57.0,4.28,4.31,2.65,2023
28453,0.3,Ideal,D,SI1,61.9,57.0,4.28,4.32,2.66,2023
28454,0.26,Good,F,VVS1,64.0,57.0,4.03,4.06,2.59,2023
28455,0.3,Very Good,F,VS2,58.8,60.0,4.37,4.41,2.58,2023
28456,0.3,Ideal,G,VS1,61.1,56.0,4.35,4.36,2.66,2023
28457,0.3,Ideal,G,VS1,61.4,55.0,4.32,4.38,2.67,2023
28458,0.32,Ideal,H,VS1,62.7,56.0,4.39,4.42,2.76,2023
28459,0.32,Very Good,G,VS2,60.1,61.0,4.41,4.44,2.66,2023
28460,0.32,Very Good,G,VS2,58.4,57.0,4.51,4.53,2.64,2023
28461,0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,2023
28462,0.32,Ideal,G,VS2,62.4,55.0,4.36,4.39,2.73,2023
28463,0.32,Ideal,G,VS2,62.0,57.0,4.37,4.41,2.72,2023
28464,0.32,Good,E,SI1,63.1,54.0,4.37,4.41,2.77,2023
28465,0.32,Good,E,SI1,63.4,56.0,4.31,4.34,2.74,2023
28466,0.32,Ideal,H,VS1,62.1,55.0,4.39,4.4,2.73,2023
28467,0.32,Premium,E,SI1,61.2,58.0,4.37,4.42,2.69,2023
28468,0.51,Very Good,E,VS2,63.5,56.0,5.08,5.06,3.22,2023
28469,0.51,Good,E,VS2,63.6,54.0,5.09,5.06,3.23,2023
28470,0.51,Premium,E,VS2,59.2,58.0,5.27,5.23,3.11,2023
28471,0.67,Ideal,G,SI1,60.4,57.0,5.67,5.65,3.42,2023
28472,0.51,Ideal,G,VS1,61.8,57.0,5.14,5.12,3.17,2023
28473,0.72,Good,J,SI1,60.1,64.0,5.83,5.75,3.48,2023
28474,0.52,Very Good,D,VS2,60.0,57.0,5.22,5.25,3.14,2023
28475,0.52,Very Good,D,VS2,63.6,59.0,5.09,5.13,3.25,2023
28476,0.53,Very Good,G,VS1,62.2,59.0,5.14,5.18,3.21,2023
28477,0.59,Ideal,E,SI1,62.4,55.0,5.34,5.39,3.35,2023
28478,0.59,Very Good,G,VS2,61.1,57.0,5.4,5.43,3.31,2023
28479,0.59,Very Good,E,SI1,62.9,57.0,5.33,5.36,3.36,2023
28480,0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,2023
28481,0.56,Ideal,F,VS2,62.0,56.0,5.27,5.31,3.28,2023
28482,0.56,Ideal,D,SI1,61.2,57.0,5.37,5.35,3.28,2023
28483,0.67,Good,D,SI2,64.7,55.0,5.5,5.54,3.57,2023
28484,0.55,Ideal,H,VS2,62.0,55.0,5.31,5.28,3.28,2023
28485,0.54,Very Good,G,VS1,61.6,54.0,5.26,5.3,3.25,2023
28486,0.5,Very Good,E,VS1,62.5,58.0,5.04,5.11,3.17,2023
28487,0.64,Very Good,G,SI1,64.0,53.8,5.49,5.53,3.53,2023
28488,0.52,Ideal,H,VS1,61.7,55.0,5.17,5.21,3.2,2023
28489,0.4,Ideal,D,VVS1,61.1,56.0,4.77,4.82,2.93,2023
28490,0.55,Ideal,E,VS2,61.5,57.0,5.25,5.29,3.24,2023
28491,0.57,Ideal,I,VS1,61.0,56.0,5.37,5.41,3.29,2023
28492,0.52,Ideal,G,VS1,61.7,57.0,5.16,5.18,3.19,2023
28493,0.5,Ideal,E,VS1,62.2,54.0,5.1,5.13,3.18,2023
28494,0.58,Ideal,F,VS2,62.1,55.0,5.33,5.37,3.32,2023
28495,0.7,Very Good,I,VS2,62.2,59.0,5.64,5.71,3.53,2023
28496,0.7,Very Good,J,SI1,61.9,58.0,5.64,5.67,3.5,2023
28497,0.58,Ideal,F,VS2,62.1,56.0,5.33,5.37,3.32,2023
28498,0.72,Very Good,J,SI1,62.7,56.0,5.66,5.72,3.57,2023
28499,0.5,Ideal,H,SI1,61.3,56.0,5.12,5.16,3.15,2023
28500,0.5,Premium,F,VS1,62.9,58.0,5.09,5.05,3.19,2023
28501,0.5,Premium,F,VS1,59.9,61.0,5.16,5.13,3.08,2023
28502,0.68,Premium,H,SI1,59.5,59.0,5.77,5.73,3.42,2023
28503,0.55,Ideal,E,VS2,61.8,57.0,5.27,5.34,3.28,2023
28504,0.55,Ideal,E,VS2,61.4,56.0,5.26,5.32,3.25,2023
28505,0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,2023
28506,0.51,Very Good,G,VS1,61.1,56.0,5.17,5.2,3.17,2023
28507,0.55,Ideal,H,VVS2,61.9,56.0,5.22,5.25,3.24,2023
28508,0.55,Ideal,H,VVS2,62.1,55.0,5.25,5.28,3.27,2023
28509,0.55,Ideal,H,VVS2,61.6,55.0,5.3,5.31,3.26,2023
28510,0.51,Good,D,VS2,63.5,56.0,5.07,5.1,3.23,2023
28511,0.51,Very Good,D,VS2,62.5,58.0,5.12,5.18,3.22,2023
28512,0.52,Premium,E,VS1,61.6,58.0,5.14,5.18,3.18,2023
28513,0.51,Good,D,VS2,63.1,58.0,5.08,5.13,3.22,2023
28514,0.52,Ideal,E,VS1,62.5,56.0,5.11,5.16,3.21,2023
28515,0.51,Ideal,H,VS1,62.0,56.0,5.14,5.17,3.2,2023
28516,0.51,Ideal,H,VS1,61.6,55.0,5.17,5.19,3.19,2023
28517,0.51,Ideal,G,VS1,61.9,56.0,5.11,5.14,3.17,2023
28518,0.51,Ideal,G,VS1,61.7,56.0,5.1,5.2,3.18,2023
28519,0.61,Good,G,VS2,59.9,61.0,5.48,5.6,3.32,2023
28520,0.55,Premium,G,VS2,62.3,56.0,5.29,5.24,3.28,2023
28521,0.55,Ideal,E,SI1,61.7,57.0,5.27,5.23,3.24,2023
28522,0.55,Ideal,E,SI1,62.3,56.0,5.26,5.23,3.27,2023
28523,0.51,Fair,D,VS2,64.4,54.0,5.06,5.03,3.25,2023
28524,0.54,Ideal,I,IF,60.8,56.0,5.28,5.37,3.24,2023
28525,0.6,Very Good,F,SI1,60.3,59.0,5.42,5.5,3.29,2023
28526,0.58,Ideal,E,VS2,61.9,56.0,5.34,5.38,3.32,2023
28527,0.57,Ideal,E,SI1,60.8,55.0,5.39,5.41,3.28,2023
28528,0.58,Ideal,H,VS1,61.2,55.0,5.39,5.42,3.31,2023
28529,0.59,Ideal,D,SI1,61.7,56.0,5.39,5.43,3.34,2023
28530,0.35,Ideal,D,VVS1,61.4,55.0,4.55,4.57,2.8,2023
28531,0.56,Ideal,F,VS2,61.6,56.0,5.28,5.31,3.26,2023
28532,0.54,Ideal,D,VS2,61.1,56.0,5.23,5.27,3.21,2023
28533,0.7,Fair,J,VS2,64.6,58.0,5.58,5.56,3.6,2023
28534,0.7,Very Good,I,SI2,63.2,60.0,5.62,5.55,3.53,2023
28535,0.67,Ideal,F,SI2,62.0,58.0,5.6,5.63,3.48,2023
28536,0.52,Good,E,VS2,58.3,61.0,5.26,5.31,3.08,2023
28537,0.72,Good,H,SI2,64.1,58.0,5.65,5.68,3.63,2023
28538,0.53,Ideal,H,VVS2,61.8,56.0,5.2,5.22,3.22,2023
28539,0.61,Very Good,G,VS2,63.0,58.0,5.4,5.43,3.41,2023
28540,0.71,Very Good,J,VS2,62.1,58.0,5.71,5.73,3.55,2023
28541,0.5,Very Good,E,VS1,61.7,57.0,5.12,5.16,3.17,2023
28542,0.5,Ideal,E,VS1,61.9,55.0,5.08,5.13,3.16,2023
28543,0.51,Ideal,E,VS2,61.9,55.0,5.1,5.14,3.17,2023
28544,0.55,Ideal,E,SI1,61.7,54.0,5.26,5.27,3.25,2023
28545,0.54,Very Good,E,VS1,61.7,58.0,5.24,5.27,3.24,2023
28546,0.53,Ideal,E,VS2,61.5,56.0,5.18,5.23,3.2,2023
28547,0.5,Premium,E,VS2,62.6,58.0,5.12,5.07,3.19,2023
28548,0.5,Ideal,E,VS2,62.9,55.0,5.11,5.07,3.2,2023
28549,0.5,Premium,E,VS2,62.0,58.0,5.09,5.07,3.15,2023
28550,0.5,Ideal,E,VS2,62.0,56.0,5.1,5.06,3.15,2023
28551,0.5,Ideal,E,VS2,62.3,57.0,5.08,5.04,3.15,2023
28552,0.5,Premium,E,VS2,62.7,59.0,5.06,5.02,3.16,2023
28553,0.72,Premium,F,SI2,61.3,59.0,5.81,5.76,3.55,2023
28554,0.76,Premium,G,SI2,58.8,59.0,5.97,5.93,3.5,2023
28555,0.52,Ideal,D,VS2,60.3,56.0,5.24,5.27,3.17,2023
28556,0.56,Ideal,D,SI1,61.9,55.0,5.29,5.31,3.28,2023
28557,0.51,Very Good,D,VS2,62.2,57.0,5.11,5.14,3.19,2023
28558,0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,2023
28559,0.53,Ideal,H,VS1,61.6,55.0,5.2,5.22,3.21,2023
28560,0.53,Ideal,H,VS1,61.8,56.0,5.22,5.26,3.24,2023
28561,0.5,Good,F,VVS2,64.5,62.3,4.92,4.93,3.17,2023
28562,0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,2023
28563,0.56,Very Good,F,SI1,60.0,57.0,5.41,5.38,3.24,2023
28564,0.5,Ideal,F,VS1,62.0,55.1,5.05,5.11,3.16,2023
28565,0.5,Ideal,F,VS1,62.5,52.4,5.07,5.11,3.18,2023
28566,0.52,Very Good,F,VS2,60.0,61.5,5.19,5.23,3.13,2023
28567,0.58,Ideal,I,VVS1,62.1,56.0,5.32,5.34,3.31,2023
28568,0.54,Ideal,F,VS2,60.5,56.0,5.27,5.29,3.2,2023
28569,0.51,Ideal,F,VS1,60.4,56.0,5.18,5.21,3.14,2023
28570,1.0,Premium,J,I1,58.3,58.0,6.61,6.51,3.82,2023
28571,0.5,Very Good,D,VS2,61.2,55.0,5.07,5.12,3.12,2023
28572,0.55,Ideal,F,VS1,60.3,57.0,5.32,5.37,3.23,2023
28573,0.51,Ideal,E,SI1,61.5,57.0,5.11,5.16,3.16,2023
28574,0.52,Ideal,E,SI1,61.0,57.0,5.22,5.2,3.18,2023
28575,0.58,Ideal,E,VS2,62.3,54.0,5.39,5.43,3.37,2023
28576,0.43,Ideal,G,IF,61.3,55.0,4.86,4.89,2.99,2023
28577,0.53,Ideal,F,VS2,62.3,55.0,5.2,5.17,3.23,2023
28578,0.53,Ideal,D,SI1,62.3,56.0,5.18,5.15,3.22,2023
28579,0.54,Ideal,E,VS2,61.8,55.0,5.26,5.22,3.24,2023
28580,0.54,Premium,G,VS1,61.1,59.0,5.2,5.24,3.19,2023
28581,0.54,Ideal,G,VS1,61.4,57.0,5.23,5.2,3.2,2023
28582,0.5,Premium,E,VS2,59.3,62.0,5.25,5.18,3.09,2023
28583,0.81,Fair,H,SI2,66.2,58.0,5.78,5.74,3.81,2023
28584,0.56,Ideal,H,VS2,62.4,56.0,5.27,5.23,3.28,2023
28585,0.51,Ideal,F,VS2,61.4,56.0,5.16,5.13,3.16,2023
28586,0.51,Premium,F,VS2,62.1,58.0,5.12,5.09,3.17,2023
28587,0.51,Ideal,F,VS2,62.9,57.0,5.11,5.09,3.21,2023
28588,0.51,Ideal,D,SI1,61.8,55.0,5.18,5.14,3.19,2023
28589,0.51,Premium,D,SI1,60.3,59.0,5.22,5.2,3.14,2023
28590,0.51,Premium,D,SI1,62.3,57.0,5.13,5.08,3.18,2023
28591,0.51,Ideal,D,SI1,61.6,56.0,5.12,5.1,3.15,2023
28592,0.51,Ideal,D,SI1,61.7,55.0,5.16,5.11,3.17,2023
28593,0.51,Premium,D,SI1,61.6,58.0,5.14,5.12,3.16,2023
28594,0.51,Premium,D,SI1,60.9,59.0,5.19,5.13,3.14,2023
28595,0.51,Premium,D,SI1,60.1,60.0,5.18,5.14,3.1,2023
28596,0.51,Ideal,D,SI1,62.8,56.0,5.09,5.07,3.19,2023
28597,0.51,Ideal,F,VS2,63.2,57.0,5.08,5.05,3.2,2023
28598,0.56,Very Good,H,VS1,59.8,56.0,5.35,5.38,3.21,2023
28599,0.5,Very Good,D,VS2,63.0,57.0,5.03,5.06,3.18,2023
28600,0.52,Ideal,E,VS2,62.6,57.0,5.09,5.17,3.21,2023
28601,0.52,Good,G,VS1,63.3,55.0,5.09,5.12,3.23,2023
28602,0.52,Ideal,E,VS2,61.8,55.0,5.17,5.19,3.2,2023
28603,0.52,Ideal,G,VS1,62.3,55.0,5.14,5.16,3.21,2023
28604,0.52,Ideal,E,VS2,61.1,57.0,5.18,5.2,3.17,2023
28605,0.52,Very Good,E,VS2,62.5,56.0,5.15,5.18,3.23,2023
28606,0.52,Ideal,E,VS2,62.2,56.0,5.11,5.15,3.19,2023
28607,0.52,Ideal,E,VS2,61.1,55.0,5.2,5.27,3.2,2023
28608,0.52,Ideal,G,VS1,62.7,56.0,5.14,5.16,3.23,2023
28609,0.52,Premium,G,VS1,62.4,59.0,5.13,5.16,3.21,2023
28610,0.52,Very Good,G,VS1,61.7,56.0,5.17,5.21,3.2,2023
28611,0.52,Ideal,G,VS1,61.1,55.0,5.15,5.19,3.16,2023
28612,0.52,Ideal,G,VS1,61.8,55.0,5.17,5.21,3.21,2023
28613,0.52,Very Good,G,VS1,62.4,60.0,5.11,5.12,3.19,2023
28614,0.52,Ideal,G,VS1,62.4,56.0,5.11,5.15,3.2,2023
28615,0.52,Ideal,E,VS2,62.0,55.0,5.14,5.19,3.2,2023
28616,0.52,Ideal,E,VS2,61.9,56.0,5.12,5.16,3.18,2023
28617,0.57,Premium,F,VS1,59.9,59.0,5.35,5.4,3.22,2023
28618,0.52,Very Good,E,VS2,60.9,57.0,5.17,5.2,3.16,2023
28619,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,2023
28620,0.52,Ideal,H,VS2,61.7,55.0,5.2,5.23,3.22,2023
28621,0.51,Ideal,G,VS1,62.4,57.0,5.1,5.13,3.19,2023
28622,0.56,Ideal,I,IF,61.9,54.0,5.29,5.34,3.29,2023
28623,0.5,Ideal,D,VS2,61.9,55.0,5.09,5.12,3.16,2023
28624,0.5,Ideal,D,VS2,61.9,57.0,5.08,5.1,3.15,2023
28625,0.58,Ideal,G,SI1,61.5,56.0,5.35,5.38,3.3,2023
28626,0.47,Good,E,VVS1,64.0,62.0,4.9,4.97,3.16,2023
28627,0.5,Good,E,VS1,60.3,62.0,5.1,5.11,3.08,2023
28628,0.71,Fair,G,SI2,65.6,56.0,5.54,5.49,3.63,2023
28629,0.54,Premium,F,VS2,62.4,58.0,5.25,5.2,3.26,2023
28630,0.5,Ideal,F,VS2,62.7,56.0,5.07,5.1,3.19,2023
28631,0.56,Ideal,E,SI1,61.6,56.0,5.29,5.33,3.27,2023
28632,0.69,Fair,G,SI2,65.4,63.0,5.49,5.43,3.57,2023
28633,0.55,Very Good,D,SI1,60.7,58.0,5.24,5.3,3.2,2023
28634,0.55,Very Good,D,SI1,61.2,58.0,5.24,5.29,3.22,2023
28635,0.55,Ideal,F,VS2,61.1,56.0,5.27,5.31,3.23,2023
28636,0.55,Ideal,D,SI1,60.6,56.0,5.27,5.32,3.21,2023
28637,0.53,Ideal,G,VS1,62.2,55.0,5.18,5.21,3.23,2023
28638,0.69,Fair,I,VS1,57.9,63.0,5.73,5.77,3.33,2023
28639,0.53,Very Good,F,VS2,59.2,58.0,5.29,5.31,3.14,2023
28640,0.4,Ideal,D,VVS2,61.2,56.0,4.76,4.78,2.92,2023
28641,0.32,Good,E,SI1,63.3,55.0,4.33,4.36,2.75,2023
28642,0.3,Very Good,H,VVS2,61.5,57.0,4.32,4.36,2.66,2023
28643,0.28,Very Good,H,VVS1,62.9,54.0,4.2,4.23,2.65,2023
28644,0.25,Very Good,G,VVS1,61.7,56.0,4.07,4.09,2.51,2023
28645,0.25,Very Good,G,VVS1,63.0,54.0,4.02,4.04,2.54,2023
28646,0.25,Very Good,G,VVS1,61.8,56.0,4.03,4.06,2.5,2023
28647,0.25,Very Good,G,VVS1,60.6,55.0,4.12,4.14,2.5,2023
28648,0.25,Very Good,G,VVS1,61.8,57.0,4.04,4.07,2.5,2023
28649,0.25,Very Good,G,VVS1,61.4,56.0,4.04,4.07,2.49,2023
28650,0.36,Ideal,J,VVS2,61.7,55.0,4.61,4.63,2.85,2023
28651,0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,2023
28652,0.25,Ideal,G,VVS2,61.5,56.0,4.06,4.08,2.5,2023
28653,0.25,Ideal,G,VVS2,62.1,56.0,4.02,4.05,2.5,2023
28654,0.25,Ideal,H,VVS1,62.4,55.0,4.04,4.08,2.53,2023
28655,0.29,Ideal,G,VS2,61.6,56.0,4.26,4.29,2.63,2023
28656,0.38,Ideal,J,SI1,62.0,54.0,4.66,4.7,2.9,2023
28657,0.38,Ideal,J,SI1,62.0,54.0,4.67,4.71,2.91,2023
28658,0.38,Ideal,J,SI1,61.8,54.0,4.68,4.7,2.9,2023
28659,0.25,Ideal,H,IF,61.4,57.0,4.05,4.08,2.49,2023
28660,0.25,Very Good,E,VVS1,60.1,57.0,4.08,4.11,2.46,2023
28661,0.3,Very Good,E,SI1,59.7,59.9,4.36,4.4,2.61,2023
28662,0.24,Ideal,F,VVS2,62.4,55.0,3.99,4.02,2.5,2023
28663,0.54,Premium,F,SI1,62.3,58.0,5.26,5.2,3.26,2023
28664,0.5,Very Good,G,VS1,61.0,58.0,5.08,5.15,3.12,2023
28665,0.59,Ideal,D,SI1,61.2,56.0,5.38,5.43,3.31,2023
28666,0.59,Good,D,SI1,63.7,56.0,5.32,5.35,3.4,2023
28667,0.52,Ideal,G,VS1,61.3,56.0,5.2,5.17,3.18,2023
28668,0.52,Ideal,E,VS2,61.5,56.0,5.2,5.18,3.19,2023
28669,0.52,Ideal,E,VS2,60.4,57.0,5.22,5.17,3.14,2023
28670,0.56,Ideal,H,VS2,61.8,54.0,5.34,5.31,3.29,2023
28671,0.52,Ideal,H,VVS1,62.4,55.0,5.11,5.15,3.2,2023
28672,0.5,Ideal,E,VS2,61.3,55.0,5.13,5.15,3.15,2023
28673,0.54,Ideal,E,VS2,61.6,59.0,5.21,5.24,3.22,2023
28674,0.5,Ideal,F,VS1,61.6,57.0,5.07,5.09,3.13,2023
28675,0.5,Ideal,F,VS1,61.2,56.0,5.13,5.17,3.15,2023
28676,0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,2023
28677,0.7,Fair,D,SI2,71.6,55.0,5.47,5.28,3.85,2023
28678,0.51,Very Good,F,VS1,62.4,59.0,5.04,5.09,3.16,2023
28679,0.53,Ideal,F,VS1,60.7,55.0,5.32,5.25,3.21,2023
28680,0.51,Ideal,E,VS1,61.8,55.0,5.15,5.18,3.19,2023
28681,0.7,Good,H,SI2,64.2,58.0,5.56,5.6,3.58,2023
28682,0.7,Fair,I,SI1,65.8,57.0,5.46,5.55,3.62,2023
28683,0.54,Very Good,G,VS1,63.6,56.0,5.17,5.24,3.31,2023
28684,0.5,Premium,E,VS1,58.8,62.0,5.17,5.14,3.03,2023
28685,0.59,Ideal,I,VVS1,61.6,55.0,5.4,5.45,3.34,2023
28686,0.58,Ideal,E,VS2,60.9,59.0,5.36,5.44,3.29,2023
